title,category,authors,publish_date,text 
New Orleans police recruit whose father died from coronavirus graduates with his badge number,Proud American,Danielle Wallace,2020-05-21,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.A New Orleans police recruit is honoring his father, also a cop, who died from the coronavirus, carrying on his legacy by wearing his same badge number at his academy graduation on Wednesday.Mark Hall Jr. lost his father, veteran NOPD Officer Mark Hall Sr., just a day before his class was scheduled to graduate from the police academy, the department said in a Facebook post on Wednesday.The elder Hall had served on the force for more than 30 years before he passed away on April 30, a month after he first contracted COVID-19.CLICK HERE FOR FULL CORONAVIRUS COVERAGEGrieving the loss of his father, the younger Hall's final exam was put on hold and he did not graduate with the rest on his class during a May 1 ceremony that was ""held privately and in line with COVID-19 restrictions.""Though ""undeterred by the tragic loss,"" Hall Jr. stayed the course and recently took and passed his final exam to graduate from the training academy on Wednesday, the post said.“Today, Superintendent Shaun Ferguson administered the oath of office to Hall Jr., who received something even more special – his father’s badge. Hall Jr.’s mother pinned her husband’s badge, #1786, on her son’s chest to continue the family legacy of service to the citizens and visitors of New Orleans,"" the department said.Hall Jr. now moves into field training with the rest of his Recruit Class #188.CLICK HERE TO GET THE FOX NEWS APP“We congratulate Hall Sr. and the rest of Class 188 as they move forward in their careers in law enforcement.”"
Injured bald eagle rescued from California interstate,Birds,James Rogers,2020-05-21,"An injured bald eagle has been rescued from an interstate in northern California.In a Facebook post, California Highway Patrol-Redding explained that it received a report of the injured eagle blocking a lane on the I-5 near Knighton. “Within minutes, officers arrived on scene and found a large bald eagle standing in the number one lane. CHP units were able to get the eagle to the shoulder of I-5 and out of the traffic lanes,” they wrote.OHIO'S BALD EAGLE POPULATION SOARING, STATE OFFICIALS SAY: 'ONE OF OHIO'S GREATEST WILDLIFE SUCCESS STORIES'Shasta County animal control and Department of Fish & Wildlife (DFW) then arrived and helped to cage the eagle, CHP-Redding explained. “DFW is taking the eagle to a facility where it will be examined and treated,” it added.There are hundreds of bald eagles residing year-round in California, according to California’s Department of Fish and Wildlife, although this number can increase during the winter when hundreds of migrating eagles arrive in the Golden State. “On some midwinter statewide surveys, more than 1,000 bald eagles have been counted in California,” it explains on its website.BALD EAGLE FIGHTS FOX IN INCREDIBLE MIDAIR TUSSLEIn northern California, the Whiskeytown-Shasta-Trinity National Recreation Area supports close to 20 percent of the nesting eagles in the state, according to the U.S. Forest Service.CLICK HERE TO GET THE FOX NEWS APPIn Ohio, officials recently reported that the state’s bald eagle population has soared by 151 percent since the last statewide headcount in 2012. Data released by the Ohio Department of Natural Resources revealed that this year’s survey found 707 bald eagle nests, up from 281 in 2012.Fox News’ Michael Ruiz and Wendy Layne contributed to this article. Follow James Rogers on Twitter @jamesjrogers"
"Michael Levin: After coronavirus, how will you answer this important question?",OPINION,Michael Levin,2020-05-21,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.The states are reopening, quickly in some places and cautiously elsewhere, which creates a new level of soul-searching for each of us: who will you be after COVID-19?For some, this has been a period of intense tragedy, as they witness the illness or death of loved ones and friends. For others, it’s been a time of deep economic uncertainty, because their businesses are closed or their livelihoods are curtailed.For most, though, this is a strange and frustrating period where routines are disrupted and patience grows thin, even though the risk of illness or death due to the novel coronavirus is limited.JASON WRIGHT: CONGRATS, CLASS OF 2020 — THIS IS HOW YOU WILL MEASURE YOUR SUCCESSWhich group are you in?If you’re in the first two groups, you have my empathy and prayers. I lost my dad just weeks before all this began. So I’m no stranger to recent or sudden loss.CLICK HERE TO GET THE OPINION NEWSLETTERBut if you’re in group three, and this whole thing is a big fat annoyance as opposed to something life-threatening or life-changing, my question for you is this: who will you be when it’s over and they blow the all-clear?“Every adversity brings with it the seed of an equivalent advantage,” wrote Napoleon Hill in the granddaddy of all self-improvement books, “Think and Grow Rich.” So how will you benefit from this experience? I don’t mean benefiting financially. Instead, I’m asking, how will you be a better or different person as a result of this unique period in our lives?I like to jump on planes and go places and see people and run around and do stuff. Right now, can’t do that. So I’m spending a lot of time sitting and thinking. Not staring at the news or sighing at the Dow. Instead, I’ve been using this time to think about the kind of human being I’m trying to be, how I relate to my wife and children, how my business runs, and how I serve others.I’m taking online courses on Buddhism and the Alexander Technique. Not planning on changing religions or going into acting; I just want to use this time to learn some new things.But most of all, I’m spending considerably more time with my family, since all six of us are here under the same roof. And that’s been great. Not perfect, of course, but great.Yes, this is a period of illness and death, of economic uncertainty. But it’s also spring, a time for renewal and rebirth.We’ve been through crises before, you and I, personal, physical, geopolitical.And we know that problems have a beginning, a middle and an end. Sooner or later, everyone will go back to work, to school, to camp, to restaurants, to the ballgame, to Disney World.When that moment comes, will you be the same old you or will you have taken advantage of this time to grow, to better, to be more grateful, to be, well, whatever you want to be?These days, people involved with helping others are having a much easier time of it than those who are wrapped inside themselves. That’s because when we’re all wrapped up inside ourselves, we make a very small package.CLICK HERE TO GET THE FOX NEWS APPYes, this is a period of illness and death, of economic uncertainty. But it’s also spring, a time for renewal and rebirth.So that’s why I ask: when you emerge from the chrysalis, the sabbatical period, of the COVID-19 shutdown, who will you be?CLICK HERE TO READ MORE BY MICHAEL LEVIN"
Coco Austin and daughter Chanel wear matching bikinis for adorable poolside photoshoot: ‘Arizona girls’,Family,Jessica Napoli,2020-05-21,"Coco Austin and her daughter Chanel enjoyed some mommy & me time while posing for a photoshoot by the family pool.The 41-year-old model and the 4-year-old donned matching bikinis as they sweetly pecked each other on the lips and enjoyed the water at their Arizona oasis.""We can make anyplace tropical... Arizona girls,"" Coco, whose real name is Nicole Natalie Marrow, captioned the pic. Nearby were her two bulldogs, keeping a close eye on their owners.COCO AUSTIN DRAWS MIXED CRITICISM AFTER SHARING PIC BREASTFEEDING DAUGHTER, 4Coco welcomed Chanel in 2015 with her husband, rapper and actor Ice T.The couple has been married for 17 years and revealed they don't plan on having more kids.ICE T'S WIFE COCO AUSTIN HOLDS BABY DAUGHTER WHILE SWIMMING WITH SHARKSCLICK HERE TO GET THE FOX NEWS APP""I'm completely satisfied with my little family right now,"" Coco shared with E! in 2016.""I love it. A second child doesn't even come to mind because I'm all about her. I have to say baby Chanel is like my one and only. I can say that."""
The best family-friendly animated series on Netflix,Animated,Julius Young,2020-05-20,"Are you in the mood to stream an animated series?If so, it doesn’t matter if you’re alone, with children, teenagers, or other adults, just grab a cozy spot on the couch and click play because Netflix has got you covered with a wide range of animated programming aimed at all ages.Here are some of the best family-friendly animated series available to view right now on the streaming giant:THE BEST ADULT ANIMATED SERIES ON NETFLIX TO STREAM“Shaun the Sheep: Adventures from Mossy Bottom”Everything about Shaun, who’s a sheep, says “I’m not an animal,” but the shenanigans he and his pals get into at Mossy Bottom Farm are on the radar of the farmer’s sheepdog, Bitzer, whose mission is to keep the gang of human-like animals out of trouble.This one is a barn(yard) burner to say the least.BEST DRAMAS TO STREAM ON NETFLIX“Archibald's Next Big Thing”Tony Hale voices the lively chicken Archibald in this animated comedy about a chicken who often forgets to complete his chores but only because his adventures are much more fascinating.If you’re a parent watching with your children, you likely won’t be able to turn this one off.'TIGER KING' STARS: WHERE ARE THEY NOW?“Dino Girl Gauko”You won’t want to mess with Naoko Watanabe when she gets angry because once her rage exceeds the maximum level, she’ll transform into “Dino Girl Gauko,” a fire-breathing dinosaur who goes on big adventures filled with aliens and wacky incidents.THE BEST TV SHOWS TO STREAM ON NETFLIX“She-Ra and the Princesses of Power”This is another title the entire family can cozy up to and take in together. “She-Ra” reinvents the 1980s version of the series.After discovering a magic sword, an orphan girl transforms into a warrior named She-Ra, and her mission is to fight against all things evil. The animated series also ushers in timely subject matter tied to shedding light on the conversation surrounding LGBTQ, which brings the program to current times.NETFLIX’S ‘TRIALS OF GABRIEL FERNANDEZ’ IS A ‘CASE-STUDY’ INTO NATIONWIDE GOVERNMENT SECRECY, PRODUCERS SAY“The Hollow”“The Hollow” tracks the adventures of three teens who mysteriously wake up in a magical universe they don’t recognize filled with portals to the unknown and puzzles they must solve and master in order find their way back home.Give this one a shot if animated thrillers are your thing.THE BEST TRUE-CRIME DOCUMENTARIES ON NETFLIX TO STREAM“Green Eggs and Ham”A modern spin on the classic 1960 Dr. Seuss book of the same title, the new rendition follows Guy and Sam as they embark on a whimsical road trip to save an endangered animal.During the course of their journey, the pair learns to try new things on their quest for absolute hope and freedom.THE BEST REALITY SHOWS ON NETFLIXThis one’s narrated by funnyman Keegan-Michael Key and also features voice work from Adam DeVine, Daveed Diggs and Jillian Bell.“Kipo and the Age of Wonderbeasts”You’d be surprised by the big names who regularly lend their voices to animated programming -- and “Kipo and the Age of Wonderbeasts” from Dreamworks is no different.WHAT'S COMING TO AND LEAVING NETFLIX IN APRIL AMID THE CORONAVIRUS PANDEMICFeaturing the likes of Joan Jett, Sterling K. Brown and Deon Cole, the brilliant and colorful comedy follows the exploits of a sheltered girl named Kipo who earns a crash course in survival after a mutant attack sends her far away from home.With the help of an assembled rag-tag crew, she must make her way through a foreign world with surprises at every twist and turn.“Carmen Sandiego”5 NETFLIX HACKS YOU’LL USE OVER AND OVERYou likely know the name, and thanks to huge on-screen players Gina Rodriguez, Finn Wolfhard, Liam O’Brien and Abby Trott, “Carmen Sandiego” is back in a huge way as the master grifter who uses her thievery skills for good and embarks on a never-ending quest with help from her astute sidekicks to foil the evil plans of V.I.L.E."
'Labor of Love' star Kristy Katzmann talks her 'relatable' journey to motherhood on FOX's new reality show,Exclusive,Jessica Napoli,2020-05-20,"Kristy Katzmann is not only looking for love on FOX's new reality series, ""Labor of Love,"" she's also looking to start a family -- stat.The 41-year-old is intelligent and successful, and after years of putting her career first, she's ready to find a partner and have a baby. In this series, she'll meet 15 eligible men who ""share her hopes of parenthood.""During this ""modern-day mating story"" the men will face various challenges to see if they're truly ready to take the next step with Kristy and if she doesn't feel a connection, they'll be sent home.FOX ANNOUNCES FALL 2020 TV SCHEDULE INCLUDING NEW SHOWS 'FILTHY RICH' AND 'NEXT'Katzmann spoke with Fox News about her unconventional journey and the new show.Fox News: Why were you interested in being part of this particular series?Kristy Katzmann: I think to cast the lead took some time [because producers] had to find someone who truly was in this place in their life and already taking this journey. I think, for me, it really was uncanny because this is truly my life story. The timing could not have been more perfect.WHAT TO WATCH ON TV IF YOU MISS SHOWS LIKE 'THIS IS US' AND 'GAME OF THRONES'I had just turned 40 at the time and I had just gotten out of a relationship. I was trying to navigate dating, knowing that I still wanted to start a family and that time was definitely not on my side. I think it's a really incredible story that a lot of women will be able to relate to.Fox News: What aspect of filming a reality TV show surprised you the most?Katzmann: I actually think the men surprised me the most. One of my biggest fears going in was wondering if there are actually men out there who are ready for this. And I think we really tested them off the bat by putting them through the whole sperm analysis pretty much moments after I met them.THE BEST REALITY SHOWS ON AMAZON PRIME VIDEOAlso, it might sound like a total dream to date 15 incredible men at, once but it's actually super overwhelming. I think it really requires you to stand in your own presence and really know what you want.Fox News: What was your favorite challenge for the men?Katzmann: Hands down the labor pains challenge. It was so funny. I cannot wait for everyone to see that episode because the guys are hysterical.THE BEST COMPETITION SERIES TO STREAM ONLINEFox News: What was the experience like for you saying goodbye to a guy every week?Katzmann: That was the hardest part. I think one of the things that's special [in this show] is every time I sent a guy home, I had a real conversation with him. There's this whole ghosting culture happening with dating right now and I think it's because people don't want to have these conversations because they're hard. I had real relationships with these men.DATING, REALITY SHOW PRODUCTIONS UNDERGOING 'MAJOR OVERHAUL' AMID PANDEMIC, EXPERT SAYSFox News: How was it working with host Kristin Davis?Katzmann: I was totally starstruck. I felt like this was such a dream. She's super relatable and she's also a really strong female role model. She definitely was my confidant throughout this entire process.Fox News: No spoilers but can you talk about where you're at right now in your life?Katzmann: I'm super happy. I knew for this to work, I had to really keep an open heart and open mind and put myself 100 percent out there, which I did. I feel so confident with how things worked out and I've honestly never been happier.CLICK HERE TO GET THE FOX NEWS APP""Labor of Love"" premieres Thursday, May 21 at 9 pm EST on FOX."
'Selling Sunset' star Christine Quinn says fans will see 'different side' of her in Season 2,Exclusive,Melissa Roberto,2020-05-21,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Fans of Netflix's ""Selling Sunset"" know Christine Quinn takes her business of selling some of the most sought-after real estate in Hollywood very seriously. But in an exclusive interview with Fox News, the blonde bombshell says fans will see a ""different side"" of her in the show's upcoming second season.The 31-year-old real estate broker was dubbed the ""villain"" by viewers of Season 1, likely due to her no-nonsense attitude in her high-pressure job at The Oppenheim Group. The Netflix series follows Quinn and her glamorous female co-workers as they attempt to sell some of the most elite mansions Los Angeles, Calif. has to offer, which of course comes with some competition and drama along the way.Quinn tells Fox News she was unbothered by the label of villain but admitted the producers ""can Frankenstein the s--t out of you."" That's why she headed into filming a bit differently this time around.THE BEST FAMILY-FRIENDLY ANIMATED SERIES ON NETFLIX""I'm a businesswoman all the way. I wanted to make sure in Season 1 that I was viewed seriously. But in Season 2 I approached it a little differently because I wanted people to see a different side of me, the softer side of me outside of the office,"" the successful real estate broker explained.Quinn secretly tied the knot with businessman Christian Richard last December and she said fans will enjoy a peek into that aspect of her personal life -- something that she says was missing from the first season.""This season is really, really different because we get really deep in season two. All of our drama in the office and outside of the office and I think you're going to see much more relationships blossom and also some that get destroyed,"" Quinn says with a chuckle.Also starring in the unscripted Netflix series is Chrishell Stause, Mary Fitzgerald, Heather Rae Young, Maya Vander and Davina Portratz. A new season means more drama and Quinn told us that this upcoming season, which airs Friday, will not disappoint.""You're going to see new friendships formed for sure and old friendships, bon voyage!"" Quinn hinted, noting that a long-lasting bond between two stars in the first season will be no more.Quinn also discussed how her job at The Oppenheim Group has currently been placed on pause due to the coronavirus pandemic. Right now, she says, the team is enjoying a bit of a break before it's back to hitting the pavement and finding clients their dream homes.""I've been taking up cooking and just doing things that I never really would have had the time to do so it's actually the perfect storm right now. I'm enjoying the calm but I hate my freedom being taken away -- that's the one thing that's been difficult to deal with,"" Quinn explained.On camera, Quinn and her fashionable co-stars often flock to mega-mansions in the middle of home renovations rocking designer heels. But in quarantine, Quinn admits she's much more low-key.""When I'm not working I am so casual!"" she laughs. ""I'm always in sweatpants and always in pajamas. I never put makeup on. It's nice to have a break from the makeup and hair and the outfits. I'm really enjoying that right now.""Still, Quinn knows now is a crucial time for clients to be zoning in on real estate. She says that she's been able to share some tips of the trade with clients, even from home.""It's smart for someone with a stable income to refinance. These are some of the smallest numbers we've seen in history,"" Quinn explained of the real estate market at the moment. ""It's a great time to even pick up a second home or invest in a property so there's things I'm trying to do to get people aware of how to take advantage. But it's still hard. People are still having a difficult time spending money right now.""CLICK HERE TO GET THE FOX NEWS APPAnd while quarantine is the perfect time to catch up on shows and binge-watch new ones, Season 2 of ""Selling Sunset"" premieres on Netflix on Friday.""The stakes are higher, the houses are sexier, the drama is more and the fashions are just amazing,"" Quinn promises fans. ""It's so much fun. You guys are just going to love it."""
Michael Jordan's 1986 Fleer basketball card sells for nearly $100G,Michael Jordan,Ryan Gaydos,2020-05-22,"Michael Jordan’s memorabilia is still hot even after “The Last Dance” aired its final episode.A 1986 Fleer Jordan card graded a 10 by PSA sold for $99,630 on Wednesday night, according to Goldin Auctions.MICHAEL JORDAN THE KING OF THIS INDUSTRY AGAIN AMID 'THE LAST DANCE'The latest auction comes more than a week after an autographed Fleer Jordan card was sold for $125,000 in an eBay auction. The card, which was graded 8.5 out of 10 by Beckett Grading Services, was a part of a 2006-07 Fleer buyback. The autograph, on the other hand, was graded a 10 by Beckett.HORACE GRANT DENIES HE WAS SOURCE FOR 'THE JORDAN RULES' AFTER MICHAEL JORDAN'S CLAIM: 'LIE, LIE, LIE'The Action Network’s Darren Rovell noted that the rookie card’s value has skyrocketed since March. According to Rovell, on March 21 the same card was sold for $48,600.Jordan and Bulls memorabilia have exploded in value since “The Last Dance” first aired on ESPN in April. According to MarketWatch, the average one-day sales for Bulls-related items spiked over 5,100 percent.According to Sports Collectors Daily, since the documentary started airing on April 19, Jordan cards have jumped 285 percent over the same period in March. Over the past decade, more than 17.2 million Jordan items have been sold on eBay, according to the website. An average of 146 pieces of Jordan merchandise has been sold on the marketplace site per hour, the website stated.THESE FORMER NBA PLAYERS DECLINED TO BE IN 'THE LAST DANCE' DOCUMENTARY ABOUT MICHAEL JORDAN, DIRECTOR SAYSData analysts at eBay said the company sold more than 360 Jordan rookie cards in April. That is a 150 percent spike from the previous month, the website reported.Brandon Steiner, the founder of Steiner Sports Memorabilia and the head of CollectibleXchange, told MarketWatch last week that Jordan is still No. 1 in terms of fan and collector interest in memorabilia.“Let’s be clear here, Michael Jordan, we all should be giving him a check,” Steiner said. “He lifted sport licensing onto a legitimate level. It was practically nothing before he got into the game.”CLICK HERE FOR MORE SPORTS COVERAGE ON FOXNEWS.COMSteiner said Jordan helped the industry explode and it piqued fans from all genders, races, creeds and regions.“It was national,” he said. “Female-male, black-white, everybody wanted that s—t.”"
"Bulls championships with Doug Collins as head coach weren’t going to happen, former players say",NBA,Ryan Gaydos,2020-05-21,"Doug Collins failed to get an opportunity to lead Michael Jordan and the Chicago Bulls to an NBA championship and some former players believe it may have been a blessing in disguise for the former NBA superstar.Collins was out as head coach after losing in the Eastern Conference Finals in 1989. He was replaced with Phil Jackson, who would eventually help the Bulls win six championships.DENNIS RODMAN CALLS OUT FORMER BULLS TEAMMATES' COMPLAINTS ON PORTRAYAL IN 'THE LAST DANCE'Bill Cartwright and Ron Harper, two former Bulls players, believe that, while Collins was a great coach, he couldn’t have done the job Jackson did to take the Bulls to an NBA Finals victory. The two discussed Collins in a BetOnline video on Wednesday.“Probably not,” Cartwright said when asked whether the Bulls win a title with Collins. “One of the reasons why Doug was let go was because he was unable to incorporate Tex Winter, who was Jerry Krause’s first hire. Couple of interesting things happened. Once Phil was hired we incorporated Tex and the triangle. The other thing is we incorporated Al Vermiel, who was Jerry Krause’s second hire. I just think those two things are really integral and took us all the way with our game plan.”Harper agreed and added that Collins wanted Jordan to lead the league in scoring instead of building an offense in which everybody got involved.SPURS WOULD HAVE BEATEN MICHAEL JORDAN-LED BULLS IN HYPOTHETICAL 1999 NBA FINALS, EX-PLAYER SAYS“Jerry Krause made the move to hire Phil and Phil knew the only way they could win as a basketball team was to incorporate everybody,” Harper said. “The triangle offense allowed everybody to touch the basketball and play with the basketball.""“If you have one guy out there dominating the basketball and scoring the basketball, you ain’t going to win a lot of basketball games. You’re going to win a lot of games, but you ain’t going to be a championship team. Phil, the coaching staff, they allowed Phil to have more of a plan with MJ and say, ‘You’re going to score but we need the other guys to help the team. You’re going to score your points but we need you to get these guys to become better players in the roles they had.’ So without Phil and the coaching staff I don’t think they would have won a championship.”CLICK HERE FOR MORE SPORTS COVERAGE ON FOXNEWS.COMThe Jackson-coached Bulls won their first NBA title in 1991 as part of their first three-peat. He coached the Bulls until 1998 when the team disbanded. He would later coach the Los Angeles Lakers and win five more championships as their head coach."
Scottie Pippen's portrayal in 'The Last Dance' an issue with former Bulls players,NBA,Ryan Gaydos,2020-05-21,"Several former Chicago Bulls players believe Scottie Pippen got the short end of the straw during “The Last Dance” documentary and feel he should have been portrayed better.Craig Hodges, Bill Cartwright and Horace Grant discussed Pippen’s portrayal in discussion with BetOnline on Wednesday. All three former players felt Pippen should have been treated more fairly and that Chicago may not have had some of its great success without Pippen.SCOTTIE PIPPEN IS 'BEYOND LIVID' ABOUT HOW MICHAEL JORDAN PORTRAYED HIM IN 'THE LAST DANCE'The players mentioned Pippen electing not to rehab an injury until the start of the 1997-98 season and how Pippen sat for the final seconds of a 1994 playoff game against the New York, which the documentary revealed was addressed in the locker room after the game.“It was straight-up bulls—t. It was straight-up bulls—t how they portrayed Scottie,” Grant said. “First off, being the No. 2 on that team and how he came out in terms of against Utah could barely walk, setting screens, getting knocked on the floor, the whole nine yards, and for them, that documentary, to call him…well, MJ called him selfish, that’s some BS. That’s straight-up BS.“If it wasn’t for Scottie Pippen there would be no six championships. I’m telling you right now guys. The first championship I think MJ got in foul trouble against the Lakers and who came to the rescue? No. 33. Scottie Pippen. Scottie Pippen. Yes, he made a mistake. We addressed that after the game. And then it was over with and we took the Knicks to seven games. My question is: How in the hell did that get on this documentary when MJ’s a-s wasn’t even on the team.”DENNIS RODMAN CALLS OUT FORMER BULLS TEAMMATES' COMPLAINTS ON PORTRAYAL IN 'THE LAST DANCE'Cartwright said that the 1993-94 season was when Pippen evolved as a player because he didn’t have Jordan and made a mistake in the infamous Knicks game.“It’s interesting that when the play when Pip did not come back in the game, that was Pip’s best year. He had evolved into a leadership role, played great,” Cartwright said. “To me, people make mistakes and then you move on from them. I think Scottie has a big heart. And when I first got to the Bulls he wasn’t a great shooter, skinny, extraordinarily talented, so everything he had he worked for. For me Pip was a great teammate and like I said it was one man’s show and that’s what they saw. But that’s not really reality.”Hodges was Pippen’s teammate for the final four years of his career, from 1989 to 1992. He said he feels like Michael Jordan would not have won anything without Pippen.“I’m still kind of upset about it because I know the type of brother that Scottie is. Scottie is the type of brother, I wasn’t part of the team when he didn’t stand up and come back out and play during that play, but I know that Scottie is the type of cat that will give his shirt for you, go on the ground for you and kick out the shot for you. I didn’t like how he was portrayed and I don’t understand the reasoning behind it and I’m still trying to figure that out,” Hodges said.PICTURE OF MICHAEL JORDAN'S ICONIC SHOT REVEALS LOTS OF HIDDEN GEMS, PHOTOGRAPHER SAYS“Without Scottie, MJ would not have won. It’s like all the brothers sitting here. It’s almost like MJ won in a vacuum and it wasn’t anything like that. To throw your brother, especially no. 33, under the bus, that wasn’t cool.”WARNING - GRAPHIC LANGUAGEAccording to David Kaplan of ESPN 1000 in Chicago, Pippen, who won six NBA championships with Jordan and the Chicago Bulls during the ‘90s, is “so angry” and “beyond livid” at his teammate for how he came across in the documentary.Pippen’s unhappiness derives from Jordan calling him ""selfish"" and that he ""didn't realize what he was getting himself into"" with the 10-part series that spanned five weeks.CLICK HERE FOR MORE SPORTS COVERAGE ON FOXNEWS.COM""[Pippen] felt like up until the last few minutes of Game 6 against the Jazz [in the 1998 NBA Finals], it was just 'bash Scottie, bash Scottie, bash Scottie,'"" Kaplan said Wednesday.Fox News’ Dan Canova contributed to this report."
Rams' Aaron Donald down on prospect of playing without fans: 'Wouldn't be fun for me',NFL,Ryan Gaydos,2020-05-21,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Los Angeles Rams defensive tackle Aaron Donald is not a fan of the idea of playing games without fans in the stadium, as the coronavirus pandemic is sure to affect whether there are any spectators in 2020.Donald said during a video conference with NFL media on Thursday that playing in front of empty seats “wouldn’t be fun to me.”TOM BRADY'S NEW TEAMMATE REVEALS WHAT IT'S LIKE WORKING WITH THE FUTURE HALL OF FAME QUARTERBACK“I feel like you need fans to play the game,” Donald said. “I don’t see how you could play a game without the fans. I feel like that takes out the excitement and the fun out of the game.”Donald has had double-digit sacks in four out of his six professional seasons. Last year, Donald recorded 12.5 sacks and 48 total tackles in all of the Rams’ 16 games. He’s been selected to the Pro Bowl in each of his six seasons.The Rams’ star knows that the decision isn’t up to him on whether fans can return to the stadiums in 2020, but feels that they add a certain element to the game.COWBOYS' DAK PRESCOTT CONTRACT RUMORS CONTINUE TO SWIRL AMID NEGOTIATIONS“I feel like the fans pick you up,” he said. “The fans are what makes the game exciting. The fans would give you that extra juice when you're tired and fatigued. When you make that big play and you hear 80,000 fans going crazy, that pumps you up. If you don't have that in the game, I think that just takes the fun out of it.”Los Angeles is set to play in the brand new SoFi Stadium, but Donald would hope that by September he’s able to enter the stadium with thousands of screaming fans.CLICK HERE FOR MORE SPORTS COVERAGE ON FOXNEWS.COM“You practice and practice and practice, and you prepare to play a game and be on a big stage and play in front of a crowd,” Donald said. “Without fans, I don’t see how that could be possible. There’s just no excitement.”The Associated Press contributed to this report."
"Coronavirus may expand remote work across many industries, analysts say",Coronavirus,Frank Miles,2020-05-22,"Get all the latest news on coronavirus and more delivered daily to your inbox. Sign up here.Tech giants were the first to send their employees home as the coronavirus pandemic spread to the U.S. Now they’re among the last to bring them back to the office. Some of their employees might never go back.Facebook, Microsoft, Apple, Twitter are studying what their highly paid, highly valued employees want, using their own technology to make remote work easier and looking to hire new workers outside of big city hubs. It’s a potentially huge turnaround after years in which companies like Amazon and Google chased scarce tech talent by opening or expanding offices in hip urban locations such as San Francisco and New York.Such a shift might also amount to a repudiation of the notion that creative work demands corporate campuses reminiscent of college, with free food, ping pong tables and open office plans designed to encourage unplanned interactions.CORONAVIRUS: WHAT YOU NEED TO KNOWThe result could re-imagine not just Silicon Valley but other cities as the companies expand hiring in places like Atlanta, Dallas and Denver, where Facebook plans to open new “hubs” for its new, mostly remote hires.It’s too early to know whether remote work options will mean an exodus of highly-paid tech workers from San Francisco and Silicon Valley, where they’ve contributed to skyrocketing rents and housing prices. But Facebook’s employee survey suggests that at least some of its employees would leave the San Francisco Bay Area if given the option.For companies that have built their empires on letting people communicate with far-flung friends and colleagues, moving toward remote work is not too hard of a sell. But there are many challenges. Collaboration, spontaneity, face-to-face interactions that aren’t on a scheduled call — all look different when people are working alone from their homes.There are also some jobs — in Facebook’s case, the toughest content reviewing that deals with suicides, child abuse and other traumatizing material; sales; building, upgrading and maintaining data centers; lawyers who have to be in court and so on — that can’t be done remotely.Newer employees, especially recent college grads or those with little experience and lower performers might also fall into this group, Facebook CEO Mark Zuckerberg during an employee town hall Thursday that was broadcast live on his Facebook page. At Facebook, the CEO said employees will have to meet certain criteria to be considered for permanent remote work. This includes a level of seniority, strong performance and, naturally, being part of a team that supports remote work.For now, workers at Facebook, Google, Twitter and elsewhere can work remotely through 2020.CLICK HERE FOR COMPLETE CORONAVIRUS COVERAGEAt Microsoft, employees can work from home until October. But the company’s work-from-home flexibility has fit with the software giant’s broader effort to capitalize on what CEO Satya Nadella calls a shift to “remote everything.”“Every organization will increasingly need the ability at a moment’s notice to remote everything from manufacturing to sales, to customer support,” Nadella said this week at the company’s Build developer conference.The company’s chief technology officer, Kevin Scott, had already been working a lot from home, in part because he is based in Silicon Valley and most of the rest of the leadership team is in Redmond, Wash.“We are all on this accelerated timeline figuring out how to work from home.... It’s learning the culture and the rhythms of interacting with your colleagues by video conference and doing your work remotely,” he said, speaking not just of Microsoft but workplaces in general. “That is getting so much better so quickly that I don’t think I’m going to be commuting nearly as frequently as I was before.”The Associated Press contributed to this report."
